row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,location
77,5143 W Olive Ave,,Glendale,AZ,85302,(623) 777-3640,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"5143 W Olive Ave, Glendale, AZ, 85302"
78,5795 West Bell Road,Suite 4,Glendale,AZ,85308,,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False,"5795 West Bell Road Suite 4, Glendale, AZ, 85308"
79,7507 W Rose Garden Ln,Suite 101,Glendale,AZ,85308,(480) 750-4309,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 2:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"7507 W Rose Garden Ln Suite 101, Glendale, AZ, 85308"
80,211 N Estrella Pkwy,Ste 101,Goodyear,AZ,85338,(623) 455-5004,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,True,"211 N Estrella Pkwy Ste 101, Goodyear, AZ, 85338"
81,3535 Stockton Hill Rd,Suite A,Kingman,AZ,86409,(928) 757-2775,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,False,"3535 Stockton Hill Rd Suite A, Kingman, AZ, 86409"
82,970 S Blake Ranch Rd,,Kingman,AZ,86401,(928) 681-5246,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,False,True,True,False,False,"970 S Blake Ranch Rd, Kingman, AZ, 86401"
83,14750 Highway 95,In Pilot Travel Center,Lake Havasu City,AZ,86404,(928) 764-2410,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,False,False,False,False,False,"14750 Highway 95 In Pilot Travel Center, Lake Havasu City, AZ, 86404"
84,85 Lake Havasu Ave N,,Lake Havasu City,AZ,86403,(928) 846-8466,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"85 Lake Havasu Ave N, Lake Havasu City, AZ, 86403"
85,5225 W Baseline Rd,Suite 101,Laveen,AZ,85339,(602) 237-0282,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"5225 W Baseline Rd Suite 101, Laveen, AZ, 85339"
86,8002 N Cortaro Rd,,Marana,AZ,85743,(520) 308-4385,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"8002 N Cortaro Rd, Marana, AZ, 85743"
87,15406 N Maricopa Rd,,Maricopa,AZ,85139,(480) 802-5000,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False,"15406 N Maricopa Rd, Maricopa, AZ, 85139"
88,20595 S John Wayne Parkway,,Maricopa,AZ,85139,(520) 251-9241,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"20595 S John Wayne Parkway, Maricopa, AZ, 85139"
89,1116 S Crismon Rd,,Mesa,AZ,85208,(480) 354-1423,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1116 S Crismon Rd, Mesa, AZ, 85208"
90,1230 E Baseline Rd,,Mesa,AZ,85204,(480) 813-1342,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1230 E Baseline Rd, Mesa, AZ, 85204"
91,1835 S Greenfield Rd,,Mesa,AZ,85206,(480) 545-6332,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1835 S Greenfield Rd, Mesa, AZ, 85206"
92,1958 E Brown Rd,,Mesa,AZ,85203,(480) 833-1116,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1958 E Brown Rd, Mesa, AZ, 85203"
93,2105 S Alma School Rd,,Mesa,AZ,85210,(480) 838-1081,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"2105 S Alma School Rd, Mesa, AZ, 85210"
94,6606 E. McKellips Rd,#101,Mesa,AZ,85215,(480) 830-9428,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False,"6606 E. McKellips Rd #101, Mesa, AZ, 85215"
95,522 W Mariposa Rd,,Nogales,AZ,85621,(520) 399-6715,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,False,False,False,False,False,"522 W Mariposa Rd, Nogales, AZ, 85621"
96,7805 N Oracle Rd,Ste 101,Oro Valley,AZ,85704,(520) 575-1118,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"7805 N Oracle Rd Ste 101, Oro Valley, AZ, 85704"
97,401 S Beeline Hwy,Ste 100,Payson,AZ,85541,(928) 474-4932,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 1:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False,"401 S Beeline Hwy Ste 100, Payson, AZ, 85541"
98,24786 N. 67th Avenue,,Peoria,AZ,85383,(623) 777-3500,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False,"24786 N. 67th Avenue, Peoria, AZ, 85383"
99,8386 W Thunderbird Rd,,Peoria,AZ,85381,(623) 412-8888,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False,"8386 W Thunderbird Rd, Peoria, AZ, 85381"
100,9940 W Happy Valley Rd,Ste 1080,Peoria,AZ,85383,(623) 376-6332,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False,"9940 W Happy Valley Rd Ste 1080, Peoria, AZ, 85383"
101,1000 East Bell Road,,Phoenix,AZ,85022,(602) 457-4777,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1000 East Bell Road, Phoenix, AZ, 85022"
102,102 N Central Ave,Suite 102,Phoenix,AZ,85004,(480) 498-7773,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,7:00 AM - 6:00 PM,False,True,True,True,False,False,"102 N Central Ave Suite 102, Phoenix, AZ, 85004"
103,1025 N 67th Ave,Suite 5,Phoenix,AZ,85043,(623) 208-5055,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1025 N 67th Ave Suite 5, Phoenix, AZ, 85043"
104,1543 E Bethany Home Rd,,Phoenix,AZ,85014,(602) 313-8824,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1543 E Bethany Home Rd, Phoenix, AZ, 85014"
105,15530 N Tatum Blvd,,Phoenix,AZ,85032,(602) 788-7029,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False,"15530 N Tatum Blvd, Phoenix, AZ, 85032"
106,1615 N 99th Ave,,Phoenix,AZ,85037,(623) 936-6317,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,False,True,True,True,False,False,"1615 N 99th Ave, Phoenix, AZ, 85037"
107,18631 N 19th Ave,,Phoenix,AZ,85027,(623) 581-1070,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"18631 N 19th Ave, Phoenix, AZ, 85027"
108,1909 W Baseline Rd,,Phoenix,AZ,85041,(602) 457-4600,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1909 W Baseline Rd, Phoenix, AZ, 85041"
109,1931 W. Northern Ave,,Phoenix,AZ,85021,(602) 242-1861,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1931 W. Northern Ave, Phoenix, AZ, 85021"
110,21250 N Cave Creek Rd,,Phoenix,AZ,85024,(602) 687-7372,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"21250 N Cave Creek Rd, Phoenix, AZ, 85024"
111,2131 E Camelback Rd,Ste 100,Phoenix,AZ,85016,(602) 840-0154,5:30 AM - 4:00 PM,5:30 AM - 3:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"2131 E Camelback Rd Ste 100, Phoenix, AZ, 85016"
112,21705 N 19th Ave,Ste 118,Phoenix,AZ,85027,(623) 780-4568,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"21705 N 19th Ave Ste 118, Phoenix, AZ, 85027"
113,2322 E. Thomas Rd,,Phoenix,AZ,85016,(602) 954-8464,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,6:00 AM - 12:00 AM,6:00 AM - 12:00 AM,6:00 AM - 12:00 AM,6:00 AM - 12:00 AM,True,False,True,True,False,False,"2322 E. Thomas Rd, Phoenix, AZ, 85016"
114,2345 W. Thomas Rd,,Phoenix,AZ,85015,(602) 253-8657,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"2345 W. Thomas Rd, Phoenix, AZ, 85015"
115,2420 W. Bethany Home Rd,Suite 129,Phoenix,AZ,85015,(602) 864-2744,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"2420 W. Bethany Home Rd Suite 129, Phoenix, AZ, 85015"
116,3137 E Cactus Rd,,Phoenix,AZ,85032,(602) 765-4951,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"3137 E Cactus Rd, Phoenix, AZ, 85032"
117,4130 E. Thomas Rd,,Phoenix,AZ,85018,(602) 606-2708,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,False,True,True,False,False,"4130 E. Thomas Rd, Phoenix, AZ, 85018"
118,4923 E Chandler Blvd,,Phoenix,AZ,85048,(480) 705-2376,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,True,True,True,True,False,False,"4923 E Chandler Blvd, Phoenix, AZ, 85048"
119,678 E Thunderbird Rd,,Phoenix,AZ,85022,(602) 535-4804,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False,"678 E Thunderbird Rd, Phoenix, AZ, 85022"
120,9140 W. Thomas Rd,Suite B 101,Phoenix,AZ,85037,(623) 877-9025,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"9140 W. Thomas Rd Suite B 101, Phoenix, AZ, 85037"
121,Phoenix Sky Harbor Airport,,Phoenix,AZ,85034,(480) 238-4435,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,Closed,Closed,False,False,False,False,False,False,"Phoenix Sky Harbor Airport, Phoenix, AZ, 85034"
122,3015 N Glassford Hill Rd,,Prescott Valley,AZ,86314,(928) 458-5600,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"3015 N Glassford Hill Rd, Prescott Valley, AZ, 86314"
123,18490 S Rittenhouse Road,,Queen Creek,AZ,85142,(480) 988-3925,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"18490 S Rittenhouse Road, Queen Creek, AZ, 85142"
124,21148 E. Rittenhouse Rd,Suite 101,Queen Creek,AZ,85142,(480) 888-0165,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 4:00 PM,True,True,True,True,False,False,"21148 E. Rittenhouse Rd Suite 101, Queen Creek, AZ, 85142"
125,40615 N Gantzel Rd,Ste 101,Queen Creek,AZ,85140,(480) 987-5292,4:00 AM - 7:00 PM,4:00 AM - 4:00 PM,4:00 AM - 7:00 PM,4:00 AM - 3:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,4:00 AM - 4:00 PM,True,True,True,True,False,False,"40615 N Gantzel Rd Ste 101, Queen Creek, AZ, 85140"
126,6028 W Hunt Hwy,,Queen Creek,AZ,85142,(480) 865-3350,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False,"6028 W Hunt Hwy, Queen Creek, AZ, 85142"
127,15980 S Rancho Sahuarita Blvd,Suite 100,Sahuarita,AZ,85629,(520) 207-4194,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"15980 S Rancho Sahuarita Blvd Suite 100, Sahuarita, AZ, 85629"
128,1662 W Hunt Hwy,,San Tan Valley,AZ,85143,(480) 987-5043,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1662 W Hunt Hwy, San Tan Valley, AZ, 85143"
129,10240 N 90th St,,Scottsdale,AZ,85258,(480) 661-1715,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,5:00 AM - 3:00 PM,4:00 AM - 3:00 PM,True,True,True,True,False,False,"10240 N 90th St, Scottsdale, AZ, 85258"
130,11218 N Frank Lloyd Wright Bvd,,Scottsdale,AZ,85259,(480) 860-0036,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False,"11218 N Frank Lloyd Wright Bvd, Scottsdale, AZ, 85259"
131,15223 N 87th St,Suite 125,Scottsdale,AZ,85260,(480) 998-1822,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False,"15223 N 87th St Suite 125, Scottsdale, AZ, 85260"
132,7333 N Pima Rd,Great Wolf Lodge,Scottsdale,AZ,85258,(480) 948-9653,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,False,False,False,False,False,False,"7333 N Pima Rd Great Wolf Lodge, Scottsdale, AZ, 85258"
133,7919 E Thomas Rd,,Scottsdale,AZ,85251,(480) 970-1945,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"7919 E Thomas Rd, Scottsdale, AZ, 85251"
134,8847 E Talking Stick Way,,Scottsdale,AZ,85258,(480) 291-6590,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True,"8847 E Talking Stick Way, Scottsdale, AZ, 85258"
135,1000 Winrow Ave,,Sierra Vista,AZ,85613,(520) 457-7063,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,True,True,True,True,False,False,"1000 Winrow Ave, Sierra Vista, AZ, 85613"
136,13953 W Waddell Rd,,Surprise,AZ,85379,(480) 498-7978,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"13953 W Waddell Rd, Surprise, AZ, 85379"
137,17031 W Bell Rd,,Surprise,AZ,85374,(623) 214-0516,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False,"17031 W Bell Rd, Surprise, AZ, 85374"
138,1335 W. University Dr,Suite 11,Tempe,AZ,85281,(480) 446-0403,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False,"1335 W. University Dr Suite 11, Tempe, AZ, 85281"
139,1342 W Warner Rd,Ste 101,Tempe,AZ,85284,(480) 634-6441,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,True,True,True,False,False,"1342 W Warner Rd Ste 101, Tempe, AZ, 85284"
140,1740 E Broadway Rd,,Tempe,AZ,85282,(480) 219-4101,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 4:00 PM,True,True,True,True,False,False,"1740 E Broadway Rd, Tempe, AZ, 85282"
141,1811 N. Scottsdale Rd,Bldg C,Tempe,AZ,85281,(480) 947-3999,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False,"1811 N. Scottsdale Rd Bldg C, Tempe, AZ, 85281"
142,1830 E Warner Rd,,Tempe,AZ,85284,(480) 838-9225,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"1830 E Warner Rd, Tempe, AZ, 85284"
143,4715 S Rural Rd,,Tempe,AZ,85282,(480) 361-4745,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,True,True,True,False,False,"4715 S Rural Rd, Tempe, AZ, 85282"
144,6375 S Kyrene Rd,,Tempe,AZ,85283,,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False,"6375 S Kyrene Rd, Tempe, AZ, 85283"
145,10200 East Old Vail Rd,,Tucson,AZ,85747,(520) 207-4760,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"10200 East Old Vail Rd, Tucson, AZ, 85747"
146,1066 W Grant Rd,,Tucson,AZ,85705,(520) 526-2417,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1066 W Grant Rd, Tucson, AZ, 85705"
147,1655 W. Valencia Rd,Suite 101,Tucson,AZ,85746,(520) 729-1407,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True,"1655 W. Valencia Rd Suite 101, Tucson, AZ, 85746"
148,2553 N Campbell Ave,,Tucson,AZ,85719,(520) 795-3086,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"2553 N Campbell Ave, Tucson, AZ, 85719"
149,4676 E. Grant Rd,,Tucson,AZ,85712,(520) 795-7142,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True,"4676 E. Grant Rd, Tucson, AZ, 85712"
150,5346 E 22nd St,,Tucson,AZ,85711,(520) 790-5892,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,True,"5346 E 22nd St, Tucson, AZ, 85711"
151,7073 E Tanque Verde Rd,,Tucson,AZ,85715,(520) 722-5505,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"7073 E Tanque Verde Rd, Tucson, AZ, 85715"
