,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins
90,1230 E Baseline Rd,N/A,Mesa,AZ,85204,(480) 813-1342,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
91,1835 S Greenfield Rd,N/A,Mesa,AZ,85206,(480) 545-6332,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
92,1958 E Brown Rd,N/A,Mesa,AZ,85203,(480) 833-1116,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
93,2105 S Alma School Rd,N/A,Mesa,AZ,85210,(480) 838-1081,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
94,6606 E. McKellips Rd,#101,Mesa,AZ,85215,(480) 830-9428,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False
95,522 W Mariposa Rd,N/A,Nogales,AZ,85621,(520) 399-6715,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,False,False,False,False,False
96,7805 N Oracle Rd,Ste 101,Oro Valley,AZ,85704,(520) 575-1118,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
97,401 S Beeline Hwy,Ste 100,Payson,AZ,85541,(928) 474-4932,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 1:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False
98,24786 N. 67th Avenue,N/A,Peoria,AZ,85383,(623) 777-3500,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False
99,8386 W Thunderbird Rd,N/A,Peoria,AZ,85381,(623) 412-8888,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False
100,9940 W Happy Valley Rd,Ste 1080,Peoria,AZ,85383,(623) 376-6332,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False
101,1000 East Bell Road,N/A,Phoenix,AZ,85022,(602) 457-4777,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
102,102 N Central Ave,Suite 102,Phoenix,AZ,85004,(480) 498-7773,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,7:00 AM - 6:00 PM,False,True,True,True,False,False
103,1025 N 67th Ave,Suite 5,Phoenix,AZ,85043,(623) 208-5055,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
104,1543 E Bethany Home Rd,N/A,Phoenix,AZ,85014,(602) 313-8824,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
105,15530 N Tatum Blvd,N/A,Phoenix,AZ,85032,(602) 788-7029,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False
106,1615 N 99th Ave,N/A,Phoenix,AZ,85037,(623) 936-6317,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,False,True,True,True,False,False
107,18631 N 19th Ave,N/A,Phoenix,AZ,85027,(623) 581-1070,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
108,1909 W Baseline Rd,N/A,Phoenix,AZ,85041,(602) 457-4600,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
109,1931 W. Northern Ave,N/A,Phoenix,AZ,85021,(602) 242-1861,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
110,21250 N Cave Creek Rd,N/A,Phoenix,AZ,85024,(602) 687-7372,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
111,2131 E Camelback Rd,Ste 100,Phoenix,AZ,85016,(602) 840-0154,5:30 AM - 4:00 PM,5:30 AM - 3:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
112,21705 N 19th Ave,Ste 118,Phoenix,AZ,85027,(623) 780-4568,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
113,2322 E. Thomas Rd,N/A,Phoenix,AZ,85016,(602) 954-8464,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,6:00 AM - 12:00 AM,6:00 AM - 12:00 AM,6:00 AM - 12:00 AM,6:00 AM - 12:00 AM,True,False,True,True,False,False
114,2345 W. Thomas Rd,N/A,Phoenix,AZ,85015,(602) 253-8657,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
115,2420 W. Bethany Home Rd,Suite 129,Phoenix,AZ,85015,(602) 864-2744,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
116,3137 E Cactus Rd,N/A,Phoenix,AZ,85032,(602) 765-4951,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
117,4130 E. Thomas Rd,N/A,Phoenix,AZ,85018,(602) 606-2708,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,False,True,True,False,False
118,4923 E Chandler Blvd,N/A,Phoenix,AZ,85048,(480) 705-2376,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,True,True,True,True,False,False
119,678 E Thunderbird Rd,N/A,Phoenix,AZ,85022,(602) 535-4804,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False
120,9140 W. Thomas Rd,Suite B 101,Phoenix,AZ,85037,(623) 877-9025,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
121,Phoenix Sky Harbor Airport,N/A,Phoenix,AZ,85034,(480) 238-4435,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,4:30 AM - 12:00 PM,Closed,Closed,False,False,False,False,False,False
122,3015 N Glassford Hill Rd,N/A,Prescott Valley,AZ,86314,(928) 458-5600,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
123,18490 S Rittenhouse Road,N/A,Queen Creek,AZ,85142,(480) 988-3925,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
124,21148 E. Rittenhouse Rd,Suite 101,Queen Creek,AZ,85142,(480) 888-0165,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 4:00 PM,True,True,True,True,False,False
125,40615 N Gantzel Rd,Ste 101,Queen Creek,AZ,85140,(480) 987-5292,4:00 AM - 7:00 PM,4:00 AM - 4:00 PM,4:00 AM - 7:00 PM,4:00 AM - 3:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,4:00 AM - 4:00 PM,True,True,True,True,False,False
126,6028 W Hunt Hwy,N/A,Queen Creek,AZ,85142,(480) 865-3350,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False
127,15980 S Rancho Sahuarita Blvd,Suite 100,Sahuarita,AZ,85629,(520) 207-4194,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
128,1662 W Hunt Hwy,N/A,San Tan Valley,AZ,85143,(480) 987-5043,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
129,10240 N 90th St,N/A,Scottsdale,AZ,85258,(480) 661-1715,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,4:00 AM - 3:00 PM,5:00 AM - 3:00 PM,4:00 AM - 3:00 PM,True,True,True,True,False,False
130,11218 N Frank Lloyd Wright Bvd,N/A,Scottsdale,AZ,85259,(480) 860-0036,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False
131,15223 N 87th St,Suite 125,Scottsdale,AZ,85260,(480) 998-1822,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False
132,7333 N Pima Rd,Great Wolf Lodge,Scottsdale,AZ,85258,(480) 948-9653,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,False,False,False,False,False,False
133,7919 E Thomas Rd,N/A,Scottsdale,AZ,85251,(480) 970-1945,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
134,8847 E Talking Stick Way,N/A,Scottsdale,AZ,85258,(480) 291-6590,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True
135,1000 Winrow Ave,N/A,Sierra Vista,AZ,85613,(520) 457-7063,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,True,True,True,True,False,False
136,13953 W Waddell Rd,N/A,Surprise,AZ,85379,(480) 498-7978,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
137,17031 W Bell Rd,N/A,Surprise,AZ,85374,(623) 214-0516,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False
138,1335 W. University Dr,Suite 11,Tempe,AZ,85281,(480) 446-0403,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False
139,1342 W Warner Rd,Ste 101,Tempe,AZ,85284,(480) 634-6441,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,True,True,True,False,False
140,1740 E Broadway Rd,N/A,Tempe,AZ,85282,(480) 219-4101,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 4:00 PM,True,True,True,True,False,False
141,1811 N. Scottsdale Rd,Bldg C,Tempe,AZ,85281,(480) 947-3999,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
142,1830 E Warner Rd,N/A,Tempe,AZ,85284,(480) 838-9225,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
143,4715 S Rural Rd,N/A,Tempe,AZ,85282,(480) 361-4745,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,True,True,True,False,False
144,6375 S Kyrene Rd,N/A,Tempe,AZ,85283,N/A,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False
145,10200 East Old Vail Rd,N/A,Tucson,AZ,85747,(520) 207-4760,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
146,1066 W Grant Rd,N/A,Tucson,AZ,85705,(520) 526-2417,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
147,1655 W. Valencia Rd,Suite 101,Tucson,AZ,85746,(520) 729-1407,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True
148,2553 N Campbell Ave,N/A,Tucson,AZ,85719,(520) 795-3086,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
149,4676 E. Grant Rd,N/A,Tucson,AZ,85712,(520) 795-7142,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True
150,5346 E 22nd St,N/A,Tucson,AZ,85711,(520) 790-5892,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,True
151,7073 E Tanque Verde Rd,N/A,Tucson,AZ,85715,(520) 722-5505,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
152,904 E. University Blvd,N/A,Tucson,AZ,85719,(520) 882-7711,Closed,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,7:00 AM - 3:00 PM,Closed,False,True,True,True,False,True
153,9485 E Broadway Blvd,N/A,Tucson,AZ,85710,(520) 495-4805,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
154,Tucson Int'L Airport,Tucson International Airport,Tucson,AZ,85756,(520) 276-6228,4:00 AM - 1:00 PM,4:00 AM - 1:00 PM,4:00 AM - 1:00 PM,4:00 AM - 1:00 PM,4:00 AM - 1:00 PM,4:00 AM - 1:00 PM,4:00 AM - 1:00 PM,False,False,False,False,False,False
155,11181 S Frontage Rd,N/A,Yuma,AZ,85367,(928) 342-1860,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
156,1651 S 4th Ave,Ste A-1,Yuma,AZ,85364,(928) 782-5548,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
157,2708 Pine St,N/A,Arkadelphia,AR,71923,(870) 464-1553,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
158,2309 SE 14th St,N/A,Bentonville,AR,72712,(479) 268-3545,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
159,2234 N Reynolds Rd,N/A,Bryant,AR,72022,(501) 847-6007,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,False,True,True,False,False
160,170 Valley St,N/A,Caddo Valley,AR,71923,(870) 245-3119,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,False,False,False,False,False
161,7401 Phoenix Ave,N/A,Fort Smith,AR,72903,(479) 222-6845,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
162,1326 North Hwy 62/65,N/A,Harrison,AR,72602,(870) 210-2063,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,False,True,True,True,False,False
163,3340 Central Ave,N/A,Hot Springs,AR,71913,(501) 701-4310,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
164,10121 N Rodney Parham Rd,N/A,Little Rock,AR,72227,(501) 229-7170,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
165,2894 W Sunset Ave,Harps Supermaket,Springdale,AR,72762,(479) 347-7489,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False
166,410 Napa Junction Rd,Suite 100,American Canyon,CA,94503,(707) 320-0685,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
167,5621 Outlets At Tejon Parkway,N/A,Arvin,CA,93203,(661) 885-3400,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,True
168,1211 Allen Rd,Suite 300,Bakersfield,CA,93314,(661) 589-3772,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
169,1800 23rd St,Suite D,Bakersfield,CA,93301,(661) 493-0183,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
170,13905 Francisquito Ave,N/A,Baldwin Park,CA,91706,(626) 337-5120,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False
171,2804 Lenwood Rd,N/A,Barstow,CA,92311,(949) 629-8609,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,True
172,6821 Eastern Ave,N/A,Bell Gardens,CA,90201,(323) 773-5280,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,True,True,True,True,False,False
173,17404 Bellflower Blvd,N/A,Bellflower,CA,90706,(562) 281-9014,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,False
174,1850 Main St,In Pilot Travel Center,Brawley,CA,92227,(760) 344-3695,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,False,False,False,False,False
175,200 S Glenoaks Blvd,N/A,Burbank,CA,91502,(818) 558-6344,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,False
176,300 Arneill Rd,N/A,Camarillo,CA,93010,(805) 384-8444,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,False,False,False
177,22125 Vandergrift Blvd,N/A,Camp Pendleton North,CA,92055,(619) 315-4172,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,False,False,False,False,False,False
178,4131 Manzanita Ave,N/A,Carmichael,CA,95608,(916) 633-0978,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,False,False,False,False,False
